TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Channel,CustomerOccupation,Location,Target
301.47,21.0,291.0,1.0,560.73,,,,,
199.09,70.0,89.0,1.0,1658.52,,,,,
38.95,27.0,50.00000000000001,1.0,731.52,,,,,
515.94,29.0,37.0,1.0,1389.89,,,,,
41.93,48.0,136.0,1.0,5081.26,,,,,
95.35,21.0,131.0,1.0,1639.9,,,,,
93.14,67.0,151.0,1.0,5473.82,,,,,
1427.71,64.0,159.0,1.0,1729.26,,,,,
79.33,51.0,109.0,1.0,14798.1,,,,,
233.71,19.0,297.0,1.0,1231.98,,,,,
14.92,26.0,120.0,1.0,6611.26,,,,,
242.17,60.0,147.0,1.0,883.7199999999999,,,,,
122.98,79.0,228.0,1.0,5055.99,,,,,
129.35,52.0,130.0,1.0,7166.88,,,,,
138.33,21.0,69.00000000000001,1.0,232.56,,,,,
39.31,25.0,178.0,1.0,1236.38,,,,,
91.85,21.0,148.0,1.0,802.09,,,,,
277.7,58.0,107.0,1.0,1423.2,,,,,
114.03,51.0,172.0,1.0,13388.56,,,,,
302.63,27.0,10.0,1.0,2801.28,,,,,
31.19,52.0,74.0,1.0,5545.96,,,,,
112.91,27.0,135.0,1.0,4764.48,,,,,
742.26,27.0,36.0,1.0,7868.189999999999,,,,,
256.8,26.0,80.0,1.0,1128.38,,,,,
378.68,60.0,239.0,1.0,7627.04,,,,,
571.93,52.0,119.0,1.0,4026.0300000000007,,,,,
26.31,77.0,163.0,1.0,7095.76,,,,,
533.61,48.0,115.0,1.0,3656.93,,,,,
428.62,55.0,72.0,1.0,3473.24,,,,,
361.22,64.0,167.0,1.0,7061.73,,,,,
837.29,25.0,215.99999999999997,1.0,6012.67,,,,,
117.25,31.0,73.0,1.0,13694.68,,,,,
135.27,48.0,131.0,1.0,9410.51,,,,,
185.1,53.0,22.999999999999996,1.0,6115.63,,,,,
113.54,38.0,273.0,1.0,5581.21,,,,,
354.96,69.0,96.0,1.0,6712.94,,,,,
224.22,53.0,37.0,1.0,8400.87,,,,,
737.1,60.0,91.99999999999999,1.0,4644.19,,,,,
223.22,27.0,96.0,1.0,1734.22,,,,,
557.26,69.0,53.00000000000001,1.0,5237.12,,,,,
1496.57,33.0,95.0,1.0,969.06,,,,,
27.44,62.0,164.0,1.0,5950.48,,,,,
310.09,36.0,166.0,1.0,9962.5,,,,,
80.38,52.0,116.00000000000001,1.0,9662.88,,,,,
26.1,66.0,115.0,1.0,5243.0,,,,,
845.14,73.0,183.0,1.0,1702.65,,,,,
59.73,27.0,56.0,1.0,800.93,,,,,
758.77,60.0,114.0,1.0,7231.47,,,,,
301.51,22.0,284.0,1.0,1052.31,,,,,
418.03,58.0,161.0,1.0,10721.29,,,,,
118.06,32.0,30.999999999999996,1.0,13560.63,,,,,
483.92,70.0,115.0,1.0,3138.0,,,,,
78.93,38.0,145.0,1.0,9916.24,,,,,
36.63,75.0,261.0,1.0,7941.73,,,,,
87.85,49.0,63.0,1.0,3753.2400000000002,,,,,
1001.83,31.0,55.0,1.0,9733.83,,,,,
705.34,59.0,123.99999999999999,1.0,5003.22,,,,,
146.55,54.0,123.99999999999999,5.0,4087.4400000000005,,,,,
116.89,71.0,226.0,1.0,4880.31,,,,,
106.41,57.0,87.0,1.0,1310.38,,,,,
1087.9,78.0,103.0,1.0,2513.51,,,,,
584.41,23.0,41.0,1.0,4475.22,,,,,
584.98,55.0,121.0,1.0,6521.05,,,,,
79.21,56.0,140.0,1.0,1615.04,,,,,
173.13,20.0,288.0,1.0,1490.34,,,,,
335.7,80.0,57.0,1.0,6601.44,,,,,
1225.5,50.0,109.0,1.0,8611.17,,,,,
422.81,28.0,193.0,1.0,1929.2799999999997,,,,,
135.43,57.0,91.99999999999999,1.0,5315.83,,,,,
584.88,26.0,121.0,1.0,548.45,,,,,
308.94,25.0,167.0,1.0,1931.6599999999999,,,,,
295.93,36.0,117.0,1.0,1050.63,,,,,
1512.99,19.0,50.00000000000001,1.0,9963.39,,,,,
77.44,58.0,268.0,1.0,1950.63,,,,,
92.5,40.0,70.0,1.0,6295.45,,,,,
97.74,41.0,137.0,1.0,4113.63,,,,,
291.68,21.0,90.0,1.0,1451.02,,,,,
56.96,22.0,135.0,1.0,1597.85,,,,,
436.8,27.0,91.99999999999999,1.0,1256.33,,,,,
259.49,72.0,292.0,1.0,7320.61,,,,,
726.26,57.0,147.0,1.0,2150.38,,,,,
568.68,72.0,101.0,1.0,2940.04,,,,,
77.57,49.0,225.0,1.0,12801.93,,,,,
999.28,29.0,40.0,1.0,4272.41,,,,,
14.16,74.0,290.0,1.0,5399.76,,,,,
1142.83,61.0,48.0,1.0,2467.39,,,,,
61.330000000000005,27.0,129.0,1.0,7537.400000000001,,,,,
27.64,54.0,22.999999999999996,1.0,7498.509999999999,,,,,
3.85,29.0,32.0,1.0,10506.41,,,,,
431.22,73.0,129.0,1.0,6505.98,,,,,
178.55,55.0,67.0,1.0,7568.400000000001,,,,,
248.76,18.0,56.0,1.0,546.46,,,,,
76.16,23.0,99.0,1.0,1072.25,,,,,
347.25,69.0,250.0,1.0,7273.55,,,,,
325.98,19.0,277.0,1.0,782.35,,,,,
249.56000000000003,76.0,246.0,1.0,4444.95,,,,,
17.43,56.0,33.0,1.0,10658.88,,,,,
198.01,26.0,40.0,1.0,250.93000000000004,,,,,
585.58,23.0,55.0,1.0,1729.02,,,,,
434.67,27.0,123.99999999999999,1.0,1298.13,,,,,
510.7,27.0,294.0,1.0,5828.48,,,,,
331.98,74.0,12.0,1.0,7600.99,,,,,
199.54,56.0,268.0,1.0,9603.73,,,,,
212.97,59.0,178.0,1.0,4180.4,,,,,
270.56,23.0,139.0,1.0,1268.44,,,,,
306.37,26.0,120.0,1.0,9609.67,,,,,
643.02,38.0,85.0,1.0,11989.39,,,,,
98.48,47.0,12.0,1.0,9538.92,,,,,
889.01,36.0,169.0,1.0,4826.88,,,,,
537.86,27.0,134.0,1.0,293.06,,,,,
241.18,25.0,162.0,1.0,1445.53,,,,,
130.54,64.0,94.0,1.0,11204.62,,,,,
800.29,20.0,84.00000000000001,1.0,693.4,,,,,
8.81,57.0,165.0,1.0,13523.65,,,,,
28.52,20.0,163.0,1.0,662.51,,,,,
431.31,23.0,99.0,1.0,342.73,,,,,
885.33,47.0,59.00000000000001,1.0,7764.159999999999,,,,,
199.23,29.0,53.99999999999999,1.0,9834.0,,,,,
42.26,44.0,171.0,1.0,268.77,,,,,
166.06,30.0,172.0,1.0,5397.68,,,,,
357.72,53.0,25.000000000000004,1.0,7659.500000000001,,,,,
588.37,28.0,284.0,1.0,1926.0799999999997,,,,,
72.82,68.0,127.0,1.0,6911.62,,,,,
162.36,36.0,147.0,1.0,7527.040000000001,,,,,
584.82,43.0,109.0,1.0,12071.1,,,,,
38.15,72.0,129.0,1.0,1425.47,,,,,
477.54,23.0,52.00000000000001,1.0,1598.63,,,,,
639.57,60.0,43.0,1.0,11726.47,,,,,
58.23,28.0,34.0,1.0,9189.76,,,,,
776.21,78.0,99.0,1.0,4895.87,,,,,
188.61,67.0,26.0,1.0,7167.57,,,,,
675.37,56.0,30.999999999999996,1.0,4704.91,,,,,
94.82,67.0,56.0,1.0,1267.72,,,,,
425.18,59.0,135.0,1.0,5790.55,,,,,
50.28,60.0,65.0,1.0,5729.1,,,,,
70.68,25.0,105.0,1.0,1478.41,,,,,
261.77,28.0,45.99999999999999,1.0,824.7099999999999,,,,,
183.22,27.0,63.0,1.0,1024.42,,,,,
58.32,29.0,275.0,4.0,6027.49,,,,,
156.86,51.0,102.0,1.0,14453.35,,,,,
120.67,42.0,233.0,1.0,5374.54,,,,,
308.62,59.0,101.0,1.0,9148.08,,,,,
506.81,59.0,41.0,1.0,2757.23,,,,,
328.39,41.0,107.99999999999999,1.0,2523.83,,,,,
796.3,67.0,64.0,1.0,1498.79,,,,,
72.47,29.0,72.0,1.0,1305.56,,,,,
279.6,25.0,131.0,1.0,1910.9000000000003,,,,,
304.2,25.0,102.0,1.0,423.64,,,,,
351.38,64.0,21.000000000000004,1.0,7606.63,,,,,
86.07,31.0,22.999999999999996,1.0,842.5599999999998,,,,,
604.5,28.0,80.0,1.0,709.4199999999998,,,,,
258.7,27.0,123.0,1.0,1358.37,,,,,
994.6299999999999,61.0,158.0,1.0,13538.14,,,,,
11.46,75.0,64.0,1.0,7258.33,,,,,
63.75999999999999,69.0,100.00000000000001,1.0,4980.26,,,,,
446.83,55.0,143.0,1.0,1623.5,,,,,
63.540000000000006,26.0,136.0,1.0,4401.78,,,,,
81.11,48.0,110.0,1.0,2051.37,,,,,
441.26,58.0,87.0,5.0,13704.92,,,,,
170.96,64.0,69.00000000000001,1.0,13374.89,,,,,
48.51,22.0,69.00000000000001,1.0,3363.23,,,,,
325.03,60.0,106.0,1.0,13521.76,,,,,
125.83,57.0,138.0,1.0,6109.86,,,,,
506.83,37.0,45.0,1.0,9975.79,,,,,
738.94,41.0,173.0,1.0,13856.18,,,,,
180.36,33.0,55.0,1.0,9905.23,,,,,
225.1,28.0,35.0,1.0,1547.71,,,,,
359.51,79.0,157.0,1.0,7153.72,,,,,
720.46,54.0,44.0,1.0,3101.54,,,,,
1116.57,56.0,104.0,1.0,1393.14,,,,,
291.46,57.0,135.0,1.0,7142.53,,,,,
1192.95,23.0,73.0,1.0,325.15,,,,,
98.24,28.0,148.0,1.0,580.66,,,,,
100.48,18.0,104.0,1.0,6149.81,,,,,
45.9,56.0,264.0,1.0,5698.25,,,,,
258.21,39.0,225.0,1.0,9562.41,,,,,
1079.11,53.0,211.0,1.0,2038.31,,,,,
287.51,22.0,255.0,1.0,187.65,,,,,
501.29999999999995,26.0,146.0,1.0,8520.08,,,,,
26.1,27.0,32.0,1.0,1435.72,,,,,
436.77,20.0,176.0,1.0,825.69,,,,,
292.38,68.0,224.0,1.0,5803.89,,,,,
1026.46,53.0,165.0,1.0,3134.47,,,,,
25.29,50.0,125.0,1.0,5374.69,,,,,
123.34999999999998,31.0,10.0,1.0,6852.16,,,,,
139.52,23.0,30.999999999999996,1.0,1570.22,,,,,
51.2,18.0,83.0,1.0,730.6,,,,,
122.85,47.0,127.0,3.0,13185.39,,,,,
161.38,24.0,101.0,1.0,3900.3399999999997,,,,,
2.51,63.0,32.0,1.0,4891.56,,,,,
22.62,64.0,102.0,1.0,7682.0,,,,,
126.83000000000001,57.0,39.0,1.0,6100.98,,,,,
46.6,55.0,68.00000000000001,1.0,1562.9,,,,,
243.8,57.0,48.0,1.0,13732.81,,,,,
231.51,60.0,96.0,1.0,5790.7,,,,,
175.05,39.0,34.0,1.0,1447.35,,,,,
762.74,64.0,244.0,1.0,207.1,,,,,
34.03,57.0,37.99999999999999,1.0,3077.2,,,,,
15.950000000000001,25.0,52.00000000000001,1.0,1983.0,,,,,
101.51,46.0,199.0,1.0,3052.47,,,,,
309.42,27.0,42.00000000000001,1.0,8564.46,,,,,
257.6,59.0,293.0,1.0,7950.74,,,,,
746.78,21.0,64.0,1.0,1699.81,,,,,
82.01,23.0,156.0,1.0,287.46,,,,,
476.99,23.0,187.0,1.0,1154.48,,,,,
320.11,23.0,130.0,1.0,4076.4799999999996,,,,,
333.39,68.0,35.0,1.0,10628.59,,,,,
10.3,47.0,197.0,1.0,7801.32,,,,,
737.46,53.0,75.0,4.0,634.16,,,,,
416.55,33.0,73.0,1.0,922.9599999999999,,,,,
98.95,75.0,73.0,1.0,5670.82,,,,,
18.14,58.0,48.0,1.0,6020.85,,,,,
1154.79,51.0,107.99999999999999,1.0,6180.3,,,,,
215.13,46.0,114.0,1.0,3956.6899999999996,,,,,
218.57,62.0,102.0,1.0,13869.86,,,,,
341.88,43.0,89.0,1.0,4159.52,,,,,
691.92,19.0,61.00000000000001,1.0,1084.65,,,,,
50.43,32.0,51.00000000000001,1.0,9794.26,,,,,
440.43,78.0,22.999999999999996,1.0,5123.24,,,,,
299.03,39.0,52.00000000000001,1.0,1381.28,,,,,
1.98,66.0,170.0,1.0,11619.1,,,,,
173.45,31.0,161.0,1.0,9077.62,,,,,
438.76,22.0,73.0,1.0,1824.19,,,,,
519.62,71.0,40.0,1.0,4159.33,,,,,
738.68,50.0,123.99999999999999,1.0,14352.33,,,,,
151.14,64.0,37.99999999999999,1.0,2156.54,,,,,
75.77,51.0,148.0,1.0,8361.7,,,,,
444.52,27.0,17.0,1.0,5424.6,,,,,
5.29,52.0,276.0,1.0,11263.89,,,,,
97.63,48.0,127.0,1.0,12467.31,,,,,
256.95,26.0,71.0,1.0,2531.24,,,,,
734.86,48.0,290.0,1.0,6242.03,,,,,
1250.94,36.0,107.0,2.0,11565.97,,,,,
84.28,39.0,142.0,1.0,13586.06,,,,,
927.45,24.0,95.0,1.0,1161.84,,,,,
202.49,48.0,69.00000000000001,1.0,7447.099999999999,,,,,
154.99,25.0,53.00000000000001,1.0,1419.31,,,,,
481.53,58.0,277.0,1.0,6142.54,,,,,
172.92,20.0,212.0,1.0,416.37,,,,,
275.59,53.0,238.0,1.0,6313.22,,,,,
207.2,60.0,133.0,1.0,8092.9400000000005,,,,,
136.82,31.0,14.0,1.0,6229.13,,,,,
624.0,26.0,132.0,5.0,4976.18,,,,,
10.15,59.0,58.00000000000001,5.0,7155.04,,,,,
26.3,32.0,33.0,1.0,7473.73,,,,,
319.5,29.0,69.00000000000001,1.0,2366.3,,,,,
182.42,51.0,137.0,1.0,3051.29,,,,,
716.62,44.0,241.0,1.0,6987.4,,,,,
222.96,65.0,150.0,1.0,7370.41,,,,,
79.77,68.0,167.0,1.0,5010.31,,,,,
592.24,52.0,140.0,1.0,9817.05,,,,,
200.19,52.0,107.99999999999999,1.0,4389.96,,,,,
297.5,73.0,80.0,1.0,6768.14,,,,,
345.86,51.0,145.0,1.0,1504.64,,,,,
343.88,63.0,97.0,1.0,6486.18,,,,,
16.52,25.0,135.0,1.0,835.5299999999999,,,,,
162.1,41.0,151.0,1.0,8576.65,,,,,
36.12,22.0,234.0,1.0,1593.03,,,,,
354.91,74.0,191.0,1.0,3872.5500000000006,,,,,
38.41,40.0,117.0,1.0,9129.68,,,,,
53.52,49.0,55.0,1.0,2227.49,,,,,
13.3,23.0,63.0,1.0,213.0,,,,,
189.65,21.0,60.00000000000001,1.0,8457.09,,,,,
255.32,80.0,26.999999999999996,1.0,6290.62,,,,,
230.51,51.0,56.0,1.0,9522.37,,,,,
237.74,61.0,151.99999999999997,1.0,11795.12,,,,,
512.76,52.0,26.0,1.0,5121.36,,,,,
151.37,54.0,53.00000000000001,1.0,8356.08,,,,,
85.01,25.0,157.0,1.0,1299.4,,,,,
444.47,57.0,61.00000000000001,1.0,6062.94,,,,,
55.98,24.0,87.0,1.0,7047.04,,,,,
54.91,41.0,275.0,1.0,7927.2699999999995,,,,,
1047.69,20.0,139.0,1.0,1889.7799999999997,,,,,
393.74,26.0,90.0,1.0,1769.06,,,,,
58.94,30.0,26.0,1.0,4575.98,,,,,
515.57,27.0,56.0,1.0,9269.67,,,,,
332.15,59.0,105.0,1.0,9749.46,,,,,
177.94,19.0,173.0,1.0,123.23999999999998,,,,,
68.68,49.0,141.0,1.0,4718.51,,,,,
1431.54,20.0,84.00000000000001,1.0,1171.98,,,,,
240.03,33.0,30.999999999999996,1.0,7807.73,,,,,
168.34,64.0,240.0,1.0,7483.01,,,,,
474.77,46.0,284.0,1.0,8494.53,,,,,
451.7,29.0,103.0,1.0,8994.67,,,,,
243.84999999999997,39.0,43.0,1.0,4576.78,,,,,
5.76,38.0,164.0,1.0,5859.79,,,,,
435.08,55.0,78.0,1.0,2103.41,,,,,
127.78,20.0,170.0,1.0,1046.66,,,,,
23.14,47.0,93.0,1.0,10536.54,,,,,
545.87,27.0,41.0,1.0,4860.01,,,,,
21.21,55.0,37.0,1.0,9575.42,,,,,
423.53,50.0,81.0,1.0,5453.4,,,,,
142.1,18.0,109.0,1.0,1545.64,,,,,
114.15,19.0,52.00000000000001,1.0,1612.4,,,,,
275.98,72.0,67.0,1.0,6151.05,,,,,
590.68,27.0,22.999999999999996,1.0,852.1999999999999,,,,,
152.42,42.0,176.0,1.0,9141.79,,,,,
395.77,43.0,118.0,1.0,6425.99,,,,,
615.16,26.0,140.0,1.0,214.61,,,,,
207.82,19.0,30.0,1.0,229.02,,,,,
220.52,57.0,151.99999999999997,1.0,1793.09,,,,,
281.47,34.0,142.0,1.0,4437.48,,,,,
57.91,58.0,97.0,1.0,3641.06,,,,,
30.48,32.0,78.0,1.0,11481.85,,,,,
1152.58,65.0,180.0,1.0,7567.17,,,,,
424.47,22.0,116.00000000000001,1.0,5491.55,,,,,
228.4,67.0,116.00000000000001,1.0,9598.43,,,,,
67.17,63.0,48.0,1.0,14410.44,,,,,
284.89,53.0,115.0,1.0,9738.6,,,,,
118.69,33.0,296.0,1.0,749.3399999999999,,,,,
221.33,27.0,276.0,1.0,1185.43,,,,,
252.31,26.0,172.0,1.0,1584.6,,,,,
58.85,71.0,115.0,1.0,1789.8,,,,,
194.68,32.0,165.0,1.0,14494.18,,,,,
433.53,38.0,231.0,1.0,6368.32,,,,,
178.26,59.0,59.00000000000001,1.0,1137.13,,,,,
237.0,49.0,115.0,1.0,14021.4,,,,,
1169.59,28.0,114.0,1.0,5946.45,,,,,
347.63,25.0,272.0,1.0,1400.04,,,,,
517.68,31.0,24.0,1.0,11305.81,,,,,
36.25,52.0,75.99999999999999,1.0,193.06,,,,,
46.53,42.0,34.0,1.0,4468.12,,,,,
207.47,53.0,12.0,1.0,1688.9,,,,,
199.7,43.0,285.0,1.0,7574.449999999999,,,,,
307.89,62.0,90.0,1.0,2637.55,,,,,
403.63,31.0,167.0,3.0,3304.02,,,,,
20.06,27.0,144.0,1.0,445.21,,,,,
236.57,79.0,112.0,1.0,3488.77,,,,,
0.32,39.0,136.0,1.0,7158.58,,,,,
14.28,23.0,81.0,1.0,1597.51,,,,,
232.35,33.0,153.0,1.0,4186.25,,,,,
317.53,44.0,104.0,1.0,6237.68,,,,,
74.67,43.0,283.0,1.0,3449.35,,,,,
65.01,29.0,67.0,1.0,10235.19,,,,,
0.45,34.0,172.0,1.0,8670.23,,,,,
364.13,63.0,61.00000000000001,1.0,8198.0,,,,,
340.13,24.0,32.0,3.0,1149.74,,,,,
15.810000000000002,69.0,11.0,4.0,8384.85,,,,,
222.66,39.0,88.0,1.0,14466.38,,,,,
638.24,48.0,64.0,1.0,5695.78,,,,,
241.21,31.0,107.99999999999999,1.0,1220.86,,,,,
171.16,51.0,42.00000000000001,1.0,6126.5,,,,,
1360.67,29.0,118.0,1.0,2861.65,,,,,
37.65,27.0,109.0,1.0,411.78,,,,,
25.77,68.0,18.0,1.0,4331.54,,,,,
789.8,40.0,94.0,1.0,13948.09,,,,,
308.85,20.0,33.0,2.0,333.19,,,,,
1454.52,27.0,20.0,1.0,1189.03,,,,,
806.97,25.0,11.0,1.0,102.2,,,,,
364.81,25.0,53.00000000000001,1.0,1145.23,,,,,
490.82,26.0,114.0,1.0,8704.27,,,,,
1021.3799999999999,61.0,125.0,1.0,6223.26,,,,,
311.28,49.0,198.0,1.0,135.96,,,,,
85.03,51.0,48.0,1.0,4597.57,,,,,
307.75,64.0,63.0,1.0,1061.58,,,,,
333.67,36.0,68.00000000000001,1.0,9238.08,,,,,
589.89,56.0,213.0,3.0,9404.63,,,,,
372.08,66.0,63.0,1.0,13330.74,,,,,
502.9,26.0,141.0,1.0,341.24,,,,,
103.81,36.0,34.0,1.0,7044.63,,,,,
69.43,30.0,162.0,1.0,9281.85,,,,,
110.4,56.0,61.99999999999999,1.0,8639.36,,,,,
275.65,28.0,14.0,1.0,4957.57,,,,,
251.8,62.0,102.0,1.0,11796.66,,,,,
334.07,59.0,200.00000000000003,1.0,7306.79,,,,,
52.44,27.0,87.0,1.0,3157.75,,,,,
1030.85,25.0,39.0,1.0,1941.8,,,,,
141.37,46.0,77.0,1.0,1019.7699999999999,,,,,
211.7,50.0,205.0,1.0,12272.78,,,,,
61.39999999999999,41.0,20.0,2.0,7892.87,,,,,
308.23,60.0,22.999999999999996,1.0,4150.63,,,,,
111.41,21.0,181.0,1.0,1204.11,,,,,
675.49,61.0,159.0,1.0,1892.9999999999998,,,,,
29.72,26.0,37.99999999999999,1.0,1059.62,,,,,
301.73,67.0,163.0,1.0,990.7399999999999,,,,,
294.61,60.0,74.0,1.0,7375.59,,,,,
106.43,52.0,164.0,1.0,9403.12,,,,,
381.52,36.0,79.0,1.0,5798.92,,,,,
1142.76,25.0,71.0,1.0,1498.93,,,,,
5.66,40.0,33.0,1.0,5434.64,,,,,
209.09,48.0,203.0,1.0,9100.81,,,,,
521.81,47.0,34.0,1.0,4750.96,,,,,
588.36,33.0,134.0,1.0,8434.99,,,,,
146.67,20.0,273.0,1.0,1569.75,,,,,
176.52,73.0,94.0,5.0,7132.08,,,,,
57.34,27.0,81.0,1.0,1100.64,,,,,
294.77,77.0,101.0,1.0,2272.17,,,,,
881.32,31.0,59.00000000000001,1.0,2287.93,,,,,
162.59,64.0,18.999999999999996,1.0,7104.83,,,,,
56.15,31.0,77.0,1.0,13265.92,,,,,
524.55,39.0,175.0,1.0,8292.75,,,,,
535.4,23.0,110.0,1.0,651.8399999999999,,,,,
56.84,45.0,185.0,1.0,7977.78,,,,,
135.94,71.0,258.0,1.0,4710.21,,,,,
47.1,42.0,178.0,1.0,6308.07,,,,,
124.05,61.0,220.0,1.0,7009.54,,,,,
802.89,19.0,175.0,1.0,1973.63,,,,,
193.16,64.0,109.0,1.0,2304.56,,,,,
541.52,48.0,161.0,1.0,6087.24,,,,,
20.17,77.0,86.0,1.0,3869.3699999999994,,,,,
35.98,40.0,133.0,1.0,11147.34,,,,,
273.24,51.0,173.0,1.0,2202.21,,,,,
663.45,67.0,147.0,1.0,5897.29,,,,,
343.86,57.0,70.0,1.0,3278.65,,,,,
69.38,69.0,280.0,2.0,12072.11,,,,,
75.43,77.0,266.0,1.0,1441.86,,,,,
414.64,32.0,74.0,1.0,7253.22,,,,,
86.79,33.0,166.0,1.0,8795.37,,,,,
1105.88,34.0,36.0,1.0,2636.32,,,,,
14.1,45.0,73.0,1.0,6949.21,,,,,
63.330000000000005,23.0,123.99999999999999,1.0,792.33,,,,,
606.27,29.0,42.00000000000001,1.0,9668.78,,,,,
4.47,27.0,132.0,1.0,1381.75,,,,,
289.01,66.0,96.0,1.0,4226.26,,,,,
338.69,18.0,169.0,1.0,1137.89,,,,,
97.73,69.0,156.0,1.0,7885.209999999999,,,,,
27.61,54.0,26.0,1.0,3679.64,,,,,
284.17,51.0,189.0,1.0,3479.56,,,,,
76.21,22.0,69.00000000000001,1.0,664.9299999999998,,,,,
584.51,74.0,75.99999999999999,1.0,3254.56,,,,,
432.18,18.0,162.0,1.0,678.8299999999999,,,,,
134.55,59.0,165.0,1.0,14852.42,,,,,
61.66,26.0,86.0,1.0,5705.4,,,,,
12.35,25.0,22.0,1.0,1846.85,,,,,
213.25,25.0,63.0,1.0,677.7899999999998,,,,,
34.93,31.0,72.0,1.0,2810.37,,,,,
335.68,24.0,142.0,1.0,1188.95,,,,,
423.96,43.0,75.0,1.0,8374.38,,,,,
361.38,72.0,71.0,3.0,4972.92,,,,,
220.82,42.0,30.999999999999996,1.0,4298.13,,,,,
717.36,22.0,138.0,1.0,514.88,,,,,
406.12,42.0,106.0,1.0,10501.53,,,,,
427.83,47.0,29.000000000000004,1.0,3293.06,,,,,
416.62,26.0,67.0,1.0,9700.9,,,,,
21.9,28.0,30.0,1.0,1052.27,,,,,
393.68,55.0,141.0,1.0,10135.88,,,,,
281.91,25.0,269.0,1.0,225.53,,,,,
239.85,70.0,50.00000000000001,1.0,1477.63,,,,,
237.84,26.0,16.0,1.0,8932.39,,,,,
459.29,64.0,109.0,1.0,1006.12,,,,,
196.49,41.0,65.0,1.0,7516.560000000001,,,,,
21.23,23.0,103.0,4.0,319.18,,,,,
95.23,20.0,60.00000000000001,3.0,966.8799999999999,,,,,
344.87,58.0,25.000000000000004,1.0,7447.44,,,,,
129.62,23.0,123.99999999999999,1.0,620.28,,,,,
16.53,21.0,220.0,1.0,707.95,,,,,
277.02,46.0,227.0,1.0,8586.38,,,,,
13.02,51.0,42.00000000000001,1.0,6076.45,,,,,
199.02,22.0,185.0,1.0,793.6299999999999,,,,,
684.5,29.0,75.99999999999999,1.0,6258.63,,,,,
1173.74,61.0,61.00000000000001,1.0,10456.24,,,,,
45.92,26.0,22.999999999999996,1.0,544.56,,,,,
761.73,19.0,26.999999999999996,1.0,151.28,,,,,
331.38,42.0,122.0,1.0,844.5499999999998,,,,,
602.8,60.0,173.0,1.0,7417.69,,,,,
64.12,57.0,222.0,1.0,1029.09,,,,,
57.38,28.0,86.0,1.0,899.5199999999999,,,,,
94.64,28.0,144.0,1.0,586.76,,,,,
155.56,19.0,64.0,1.0,129.79,,,,,
301.39,47.0,104.0,1.0,10548.58,,,,,
136.31,74.0,65.0,1.0,4384.95,,,,,
4.39,26.0,63.0,1.0,1429.61,,,,,
429.25,29.0,107.0,1.0,5019.68,,,,,
138.54,60.0,93.0,1.0,8274.77,,,,,
33.03,21.0,28.0,1.0,935.8800000000001,,,,,
76.39,30.0,80.0,1.0,11584.32,,,,,
25.32,19.0,25.000000000000004,1.0,1642.34,,,,,
330.91,36.0,28.0,1.0,6481.35,,,,,
153.55,37.0,16.0,1.0,5619.91,,,,,
217.61,27.0,120.0,1.0,1661.1,,,,,
131.69,53.0,59.00000000000001,1.0,2958.43,,,,,
953.17,60.0,84.00000000000001,1.0,3506.11,,,,,
68.49,67.0,49.0,1.0,6683.31,,,,,
1493.0,69.0,151.0,1.0,1619.16,,,,,
470.62,57.0,127.0,1.0,12470.62,,,,,
385.35,38.0,269.0,1.0,5184.13,,,,,
74.72,26.0,132.0,1.0,165.75,,,,,
352.03,27.0,219.0,1.0,4846.68,,,,,
275.87,25.0,112.0,1.0,1697.58,,,,,
90.94,63.0,56.0,1.0,3896.08,,,,,
206.25,74.0,56.0,1.0,3651.07,,,,,
116.76,51.0,212.0,1.0,4480.43,,,,,
91.5,47.0,77.0,1.0,667.6599999999999,,,,,
489.31000000000006,43.0,36.0,1.0,5595.22,,,,,
1664.33,18.0,65.0,1.0,1588.31,,,,,
414.49,58.0,107.99999999999999,1.0,12709.58,,,,,
315.13,30.0,143.0,1.0,6570.94,,,,,
28.38,45.0,260.0,1.0,8892.62,,,,,
456.05,68.0,20.0,1.0,11729.51,,,,,
277.22,35.0,41.0,1.0,12104.51,,,,,
54.84,52.0,123.99999999999999,1.0,3495.51,,,,,
29.92,68.0,63.0,1.0,7855.01,,,,,
133.06,35.0,143.0,1.0,8843.44,,,,,
14.34,67.0,24.0,1.0,7932.509999999999,,,,,
468.32,69.0,151.99999999999997,1.0,4710.04,,,,,
245.62,23.0,127.0,1.0,1879.8200000000002,,,,,
981.9,43.0,112.0,1.0,9018.33,,,,,
83.6,47.0,192.0,1.0,13899.24,,,,,
331.22,61.0,161.0,1.0,12613.25,,,,,
57.49,24.0,177.0,1.0,765.1499999999999,,,,,
157.56,43.0,159.0,1.0,7541.160000000001,,,,,
230.3,46.0,24.0,1.0,8356.88,,,,,
305.92,72.0,88.0,1.0,1445.47,,,,,
942.7,35.0,29.000000000000004,1.0,5141.32,,,,,
116.33,27.0,144.0,1.0,1696.15,,,,,
537.71,19.0,175.0,1.0,1806.08,,,,,
538.17,27.0,252.0,1.0,5908.04,,,,,
219.44,42.0,22.999999999999996,1.0,4207.27,,,,,
61.62,57.0,18.999999999999996,1.0,8365.37,,,,,
58.77,27.0,191.0,1.0,7261.7,,,,,
538.13,62.0,165.0,1.0,5008.59,,,,,
177.05,24.0,235.0,1.0,4287.82,,,,,
403.01,63.0,286.0,3.0,10513.52,,,,,
